group;frage;cat2_old;cat3_old;cat4_old;graphName;cat1_new;cat2_new;cat3_new;cat4_new;quote
v1;organisation;_sonstiges;sonstiges_rechtliches;;Nicht-Hybrid-Lehrende;Organisation;Sonstiges;Rechtliches;;eigene Unsicherheit, gerade im Seminar, wer was mithört oder mitschneidet
v1;organisation;_sonstiges;sonstiges_sozialisation;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Soziales;Sozialisation;;"viel zu aufwendig; wissenschaftliche Sozialisation = Null"
v1;organisation;_sonstiges;sonstiges_sozialisation;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Soziales;Sozialisation;;die Überzeugung, dass das Konzept Universität zum Teil auch auf dem persönlichen und regelmäßigen Austausch beruht
v1;organisation;_sonstiges;sonstiges_uniWunsch;;Nicht-Hybrid-Lehrende;Organisation;Sonstiges;unerwünschtes Format;;Eindruck, dass hybride Formate von Seiten der Universität nicht erwünscht sind bzw. ein reines Präsenzformat vorgehalten werden muss
v1;organisation;_sonstiges;sonstiges_uniWunsch;;Nicht-Hybrid-Lehrende;Organisation;Sonstiges;unerwünschtes Format;;die Überzeugung, dass das Konzept Universität zum Teil auch auf dem persönlichen und regelmäßigen Austausch beruht
v1;organisation;techn;techn_allg;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Sonstiges;Allgemein;;technische Umsetzung
v1;organisation;techn;techn_ausstattung;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Allgemein;;Nicht alle Hoersaele sind dafuer geeignet - und der Saal sollte dann auch zur Kursgroesze passen. (Meine Kurse der letzten Jahre sind eher klein.)
v1;organisation;techn;techn_remote;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Remote-Technik;Sonstiges;;WLAN-Verbindung bei den Studierenden, Fehleinschätzung eigener Fähigkeiten und Möglichkeiten der Studierenden (ist ja menschlich, sorgt aber für unnötige Prozeese während der Seminarzeit)
v1;organisation;techn;techn_usability;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Allgemein;;Studierende sind nicht dran gewöhnt es ist leichter eine Sitzung komplett online zu machen als hybrid - auch weil Zugnag zu Online-Kooperationstools vor Ort wegen schwankendem Netz und den unterschiedlichen Endgeräten öfter mal Probleme verursacht
v1;organisation;techn;techn_usability;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Allgemein;;"Setup and test all the equipment; Need for a second person; additional overhead"
v1;organisation;techn;techn_usability;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Allgemein;;Technisches Setup nicht immer zuverlässig vorhanden, zusätzliche Zeit benötigt zur
v1;organisation;_belastungLP;zusatzaufwandAnerkennung;;Nicht-Hybrid-Lehrende;Organisation;Belastung Lehrperson;Zusatzaufwand;;Zeit für Lehre aufzuwenden, und das gilt genauso für neue Lehr-/Lernformen, ist ein Karrierekiller
v1;organisation;_belastungLP;zusatzaufwandAnerkennung;;Nicht-Hybrid-Lehrende;Organisation;Belastung Lehrperson;Zusatzaufwand;;Studierende sind nicht dran gewöhnt es ist leichter eine Sitzung komplett online zu machen als hybrid - auch weil Zugnag zu Online-Kooperationstools vor Ort wegen schwankendem Netz und den unterschiedlichen Endgeräten öfter mal Probleme verursacht
v1;organisation;_belastungLP;zusatzaufwandAnerkennung;;Nicht-Hybrid-Lehrende;Organisation;Belastung Lehrperson;Zusatzaufwand;;großer Aufwand einer doppelten Didaktik, funktioniert eigentlich nicht gleichzeitig
v1;organisation;_belastungLP;zusatzaufwandAnerkennung;;Nicht-Hybrid-Lehrende;Organisation;Belastung Lehrperson;Zusatzaufwand;;"viel zu aufwendig; wissenschaftliche Sozialisation = Null"
v1;organisation;_belastungLP;zusatzaufwandAnerkennung;;Nicht-Hybrid-Lehrende;Organisation;Belastung Lehrperson;Zusatzaufwand;;zeitlicher Aufwand, Kommunikation aller schwierig
v1;organisation;_belastungLP;zusatzaufwandAnerkennung;;Nicht-Hybrid-Lehrende;Organisation;Belastung Lehrperson;Zusatzaufwand;;Technisches Setup nicht immer zuverlässig vorhanden, zusätzliche Zeit benötigt zur
v1;organisation;_belastungLP;zusatzaufwandAnerkennung;;Nicht-Hybrid-Lehrende;Organisation;Belastung Lehrperson;Zusatzaufwand;;"Wie oben erwähnt; diese Art des Lehrens beansprucht sehr viel Kraft und Energie und ich finde es unmöglich sie für Lehrenden mit 16 Stunden Lehrdeputat durchzusetzen. Ich werde mich wehren mitzumachen."
v1;organisation;_belastungLP;zusatzaufwandAnerkennung;;Nicht-Hybrid-Lehrende;Organisation;Belastung Lehrperson;Zusatzaufwand;;Mehraufwand
v1;didaktik;*aufmerksamkeitLehrperson;;;Nicht-Hybrid-Lehrende;Organisation;Belastung Lehrperson;Multitasking;;"Es ist eine Doppelbelastung wenn man Sprachunterricht gleichzeitig im Präsenz als auch  online macht; am Ende der Sitzung ist man erschöpft. Für Lehrenden mit vollen Deputat (8  Kurse in der Woche) ist es so gut wie unmöglich diese Doppelbelastung zu übernehmen. Ich  rede aus Erfahrung, weil viele Studenten dieses Format bevorzugen und ich habe es  versucht, aber es ist sehr anstrengend. Wenn es durchgeführt wird, muss das Lehrdeputat  anders angerechnet werden.  
"
v1;didaktik;engagement;;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;"Schwierigkeit, die online-Teilnehmer*innen in die Lehrsituation einzubinden  
"
v1;didaktik;engagement;;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;"-Studierende, die sich online zuschalten, nehmen nicht aktiv teil -anwesende Studierende sind gehemmt, etwas zu sagen, weil sie fürchten, dass die online zugeschalteten Studierenden die ganze Sitzung aufnehmen 
-die Studierenden lernen mehr, wenn sie anwesend sind, weil sie weniger abgelenkt sind."
v1;didaktik;engagement;;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;"erwarte geringes engagement von studierenden  
"
v1;didaktik;engagement;;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;"Einbindung der verschiedenen Räume (analog, digital), Reaktionen spontan abschätzen,  Gruppenarbeit organisieren, Screensharing reicht nicht aus, um die Brücken in den  Diskussionen zu schlagen. 
Via Zoom häufig eher passiv, weniger engagierte Teilnahme,  
"
v1;didaktik;interaktion;;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;"Einbindung der verschiedenen Räume (analog, digital), Reaktionen spontan abschätzen,  Gruppenarbeit organisieren, Screensharing reicht nicht aus, um die Brücken in den  Diskussionen zu schlagen. 
Via Zoom häufig eher passiv, weniger engagierte Teilnahme,  
"
v1;didaktik;*aufmerksamkeitLehrperson;;;Nicht-Hybrid-Lehrende;Organisation;Belastung Lehrperson;Multitasking;;"Einbindung der verschiedenen Räume (analog, digital), Reaktionen spontan abschätzen,  Gruppenarbeit organisieren, Screensharing reicht nicht aus, um die Brücken in den  Diskussionen zu schlagen. 
Via Zoom häufig eher passiv, weniger engagierte Teilnahme,  
"
v1;didaktik;engagement;;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;"Bei obligatorischer Gruppenarbeit ist es nicht möglich, von allen Teilnehmenden ein  vergleichbares Engagement einzufordern, wenn die online Teilnehmenden z.B. die  Diskussionen nur schlecht mitbekommen und/oder technische Probleme haben  
"
v1;didaktik;interaktion;;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;"Bei obligatorischer Gruppenarbeit ist es nicht möglich, von allen Teilnehmenden ein  vergleichbares Engagement einzufordern, wenn die online Teilnehmenden z.B. die  Diskussionen nur schlecht mitbekommen und/oder technische Probleme haben  
"
v1;didaktik;interaktion;;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;(1) Studiengang ist ein Präsenzstudiengang. (2) In hybrider Lehre ist Interaktion gehemmt (melden, zugeteilte Redebeiträge, meist Diskussion nur innerhalb Präsenzteilnehmer/innen
v1;didaktik;interaktion;;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;"weniger persönliche Interaktion im Unterricht, Studierende gehen weniger in Kontakt  miteinander  
"
v1;didaktik;engagement;;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;"Engagement herstellen, man kann keine Materialen mitbringen, aber digital teilen  
"
v1;didaktik;engagement;;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;Online-Lehre kann jeder mitschneiden (z.B. Screen-Cast). Also formuliere ich viel vorsichtiger, was die VL auch langweiliger macht. Lange Online-Sessions sind sehr ermüdend, man müsste von den 90 Minuten Blöcken also wegkommen. Aus der Online-Welt kommen praktisch nie Fragen oder sonstige Beteiligung - nur schwarze Bildschirme.
v1;didaktik;humanising;;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Soziales;Soziale Präsenz;;Online-Lehre kann jeder mitschneiden (z.B. Screen-Cast). Also formuliere ich viel vorsichtiger, was die VL auch langweiliger macht. Lange Online-Sessions sind sehr ermüdend, man müsste von den 90 Minuten Blöcken also wegkommen. Aus der Online-Welt kommen praktisch nie Fragen oder sonstige Beteiligung - nur schwarze Bildschirme.
v1;didaktik;interaktion;;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;Gruppenarbeit wird komplizierter. Sorge vor zu wenig Präsenzteilnahme.
v1;didaktik;*anwesenheit;;;Nicht-Hybrid-Lehrende;Organisation;Anwesenheit;Sinkende Anwesenheit;;Gruppenarbeit wird komplizierter. Sorge vor zu wenig Präsenzteilnahme
v2;didaktik;engagement;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;Online Teilnehmende Studierende sind oft schwer zu aktivieren - hier hilft angemessene Technik, die online anwesende auch räumlich im Seminarraum einbindet - z.B. Webexboard.
v2;didaktik;engagement;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;"Diskussionen sind in Präsenz lebendiger; größere Hemmschwelle bei Rückfragen bei Online-TN"
v2;didaktik;humanising;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Soziales;Soziale Präsenz;;"Diskussionen sind in Präsenz lebendiger; größere Hemmschwelle bei Rückfragen bei Online-TN"
v2;didaktik;interaktion;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;Gute Organisation von kolaborativem Lernen
v2;didaktik;engagement;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;Motivation der Studierenden, sich an Diskussionen zu beteiligen
v2;didaktik;interaktion;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;Motivation der Studierenden, sich an Diskussionen zu beteiligen
v2;didaktik;engagement;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;Aktivierung der Onliner*innen
v2;didaktik;interaktion;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;Manche in der reinen präsenz gut funktionierende Methoden musste ich hybrif neu denken. An sich war die reine Online-Lehre aber hierfür schon ein guter Anstoß, um am Ende in der Mitte rauszukommen. Daher ist für mich nur die Sozialform (Einzel/Plenum/Partner/Gruppen) etwas anders zu denken, da eben zwei Lernorte miteinander verknüpft werden.
v2;didaktik;*aufmerksamkeitL;;;Hybrid-Lehrende;Organisation;Belastung Lehrperson;Multitasking;;Paralleles Management verschiedener Räume
v2;didaktik;*aufmerksamkeitL;;;Hybrid-Lehrende;Organisation;Belastung Lehrperson;Multitasking;;Aufgabenverteilung in Präsenz und online für eine Person, die in Präsenz im Raum steht, also ohne Assistenten zurechtkommen muss.
v2;didaktik;engagement;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;Überlegung andere Arbeitsformen, um online Studies gut mit einbeziehen zu können.
v2;didaktik;interaktion;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;aktive Einbindung in Diskussionen von online-TN
v2;didaktik;engagement;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;Studierende sind nicht wirklich mental anwesend, sie erledigen gleichzeitig andere und bekommen nur einen Teil der Inhalte mit.
v2;didaktik;interaktion;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;"Einbindung der Online-Lernenden in Diskussionen gemeinsam mit den Präsenz-Lernenden (auch technisches Problem) 
geteilter Aufmerksamkeitsfokus (hierbei die wenigen Online-Lernenden mit ihren Fragen, Anmerkungen im Chat, Bedürfnissen im Blick behalten)"
v2;didaktik;*aufmerksamkeitL;;;Hybrid-Lehrende;Organisation;Belastung Lehrperson;Multitasking;;"Einbindung der Online-Lernenden in Diskussionen gemeinsam mit den Präsenz-Lernenden (auch technisches Problem) 
geteilter Aufmerksamkeitsfokus (hierbei die wenigen Online-Lernenden mit ihren Fragen, Anmerkungen im Chat, Bedürfnissen im Blick behalten)"
v2;didaktik;interaktion;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;man zwei Gruppen gleichzeitig bedienen, Interaktion fällt dadurch schwer
v2;didaktik;*aufmerksamkeitL;;;Hybrid-Lehrende;Organisation;Belastung Lehrperson;Multitasking;;man zwei Gruppen gleichzeitig bedienen, Interaktion fällt dadurch schwer
v2;didaktik;*aufmerksamkeitL;;;Hybrid-Lehrende;Organisation;Belastung Lehrperson;Multitasking;;es ist wahnsinnig anstrengend, beide Gruppen im Blick zu behalten und alle zu beteiligen und gleichzeitig alleine die Technik im Griff zu behalten
v2;didaktik;engagement;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;"Fokus auf Präsentation (Powerpoint, Keynote, PDF); weniger Fokus auf Sprache und Interaktion. Inhalt und Engagement treten müssen zurücktreten zugunsten der ""Form"", d.h. ""Form follows function"" (vgl. Dieter Rams) nicht gegeben."
v2;didaktik;interaktion;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;"Fokus auf Präsentation (Powerpoint, Keynote, PDF); weniger Fokus auf Sprache und Interaktion. Inhalt und Engagement treten müssen zurücktreten zugunsten der ""Form"", d.h. ""Form follows function"" (vgl. Dieter Rams) nicht gegeben."
v2;didaktik;engagement;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;Einbezug der Teilnehmer_innen die sich offsite zuschalten (z. B. in Diskussionsphasen, bei Gruppenarbeit)
v2;didaktik;interaktion;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;Einbezug der Teilnehmer_innen die sich offsite zuschalten (z. B. in Diskussionsphasen, bei Gruppenarbeit)
v2;didaktik;*aufmerksamkeitL;;;Hybrid-Lehrende;Organisation;Belastung Lehrperson;Multitasking;;Man kann sich nicht gleichzeitig dem Online-Publikum und dem in-person-Publikum zuwenden. Viele Vortragende neigen dazu, eines der beiden zu ignorieren. Breakout-Rooms sind schwerer zu organisieren/koordinieren.
v2;didaktik;*aufmerksamkeitL;;;Hybrid-Lehrende;Organisation;Belastung Lehrperson;Multitasking;;Die Studierenden online im Blick behalten.
v2;didaktik;engagement;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;Einbindung der Online Teilnehmerinnen
v2;didaktik;interaktion;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;auf Beiträge der Studierenden setzen, die gerade online sehr spärlich ausfallen
v2;didaktik;engagement;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;Einbindung aller Teilnehmer:innen
v2;didaktik;engagement;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;"mangelnde Teilnahmemöglichkeiten für online Teilnehmende; Diskussionsfluss gehämmt"
v2;didaktik;interaktion;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;"mangelnde Teilnahmemöglichkeiten für online Teilnehmende; Diskussionsfluss gehämmt"
v2;didaktik;interaktion;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;Wertvolle Kombinationen von Präsenz- und Online TN (alle TN sind online und können sich in Arbeitsphasen miteinander vernetzen, so ist es egal, wo jemand sitzt und teilnimmt - alles sind aktiv miteinander vernetzt). Besserer Austausch in den Arbeitsphasen für das kollabrative Arbeiten in Gruppen, was aufgrund der statisch angeordneten Sitze sonst nicht möglich wäre. Einbindung von KI-Tools oder weiteren verknüpften dig. Anwengungen werden damit erst für alle technisch ermöglicht. Somit können jetzt ernsthaft Kompetenzen für 21st Century Skills vermittel und aktiv eingebunden werden, um Vorlesungen mit neuem Pinoneergeist im heutigen Zeitalter weiterdenken zu können.
v2;didaktik;engagement;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;spezifische Unterrichtsmethoden eignen sich nur entweder für Präsenzunterricht (Arbeit mit Karteikarten und anderen physisch vorhandenen Materialien) oder für online-Unterricht (Arbeit in Break-out-rooms), Gruppenarbeit ist schwierig, oft wird man einer der Gruppen nicht gerecht, online Teilnehmende haben eine größere Hemmschwelle zu interagieren
v2;didaktik;interaktion;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;spezifische Unterrichtsmethoden eignen sich nur entweder für Präsenzunterricht (Arbeit mit Karteikarten und anderen physisch vorhandenen Materialien) oder für online-Unterricht (Arbeit in Break-out-rooms), Gruppenarbeit ist schwierig, oft wird man einer der Gruppen nicht gerecht, online Teilnehmende haben eine größere Hemmschwelle zu interagieren
v2;didaktik;engagement;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;Aktivierung der Studierenden, die online teilnehmen
v2;didaktik;interaktion;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;"hybride Gruppenarbeit; Rollenspiele"
v2;didaktik;*aufmerksamkeitL;;;Hybrid-Lehrende;Organisation;Belastung Lehrperson;Multitasking;;It is difficult to balance my attention between online and presence students.
v2;didaktik;interaktion;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;Sozialformen
v2;didaktik;*aufmerksamkeitL;;;Hybrid-Lehrende;Organisation;Belastung Lehrperson;Multitasking;;beide Gruppen (online und vor Ort) im Blick zu behalten
v2;didaktik;engagement;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;geringere Aufmerksamkeit der Studierenden
v2;didaktik;engagement;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;commitment/Aktivität der Studierenden
v2;didaktik;engagement;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;gleichzeitige Ansprache der Teilnehmenden an beiden Orten schwierig, das führt zu Unruhe und Abschweifen bei den gerade nicht Angesprochenen
v2;didaktik;*aufmerksamkeitL;;;Hybrid-Lehrende;Organisation;Belastung Lehrperson;Multitasking;;gleichzeitige Ansprache der Teilnehmenden an beiden Orten schwierig, das führt zu Unruhe und Abschweifen bei den gerade nicht Angesprochenen
v2;didaktik;engagement;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;Seems more difficult to start a discussion if mostly online, especially if cameras are off.
v2;didaktik;interaktion;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;Seems more difficult to start a discussion if mostly online, especially if cameras are off.
v2;didaktik;engagement;;;Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;Einbezug aller online zugeschalteten Studierenden
v2;technik;_störungenQualität;_audio;;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;"keine für hybride Lehre ausgestatteten Seminarräume vorhanden hybrid nur über Laptop funktioniert nicht, da Gespräche im Seminarraum akustisch nicht im Zoomraum ankommen 
Aufgrund von Internetproblemen schalten die Studierenden oft ihre Kamera aus wenn ich alleine für beide Räume zuständig bin, wird es manchmal mit dem Hin- und Herschalten etwas konfus --> Zeitverluste"
v2;technik;_störungenQualität;_audio;;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;Tonqualität für die Onlinegruppe
v2;technik;_störungenQualität;_audio;;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;Ton (Übertragung vom Raum nach Online bzw. Hörbarmachen der Online-Beiträge im Raum Bild: Onliner als Doz. anschauen bzw. das Onliner das Gesicht von Doz. sehen können
v2;technik;_störungenQualität;_audio;;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;Ton ist unglaublich wichtig und im Raum noch mal besonders bedeutsam. Wenn ich zudem gemischte Gruppenarbeiten aus Teilnehmer*innen Online und vor Ort gebildet habe, musste man sehr auf Rückkopplungen achten.
v2;technik;_störungenQualität;_audio;;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;"Aufbau eines mobilen Systems nötig, dass erst in den weiter entfernt liegenden Seminarraum getragen werden muss 
kurzfristige Bedarfe an online-Teilnahme mussten ohne das mobile System stattfinden, was eine Übertragung des Tons für alle Anwesenden sehr erschwert hat"
v2;technik;_störungenQualität;_audio;;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;"Ausfälle; mal Ton, mal Video; im Hörsaal aktiv zur Tafel gehen und herumlaufen und zu Studenten hin geht, wird aber nicht aufgenommen, man müsste nur am Rednerpult stehen, um der Technik zu genügen; Schnitt wird nicht gemacht (für Videos zum nachschauen) und Audioqualität ist ungenügend"
v2;technik;_störungenQualität;_audio;;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;Akustik, Kommunikation/ Diskussion/ Austausch
v2;technik;_störungenQualität;_audio;;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;Übertragung der Tonqualität
v2;technik;_störungenQualität;_audio;;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;Der Ton ist insbesondere bei Fragen und Diskussionen fast nie für Online-Teilnehmer hörbar. Das führt dazu, dass Leute, die online teilnehmen aus der Diskussion ausgeschlossen werden bzw. aussteigen.
v2;technik;_störungenQualität;_audio;;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;schlechte Akkustik und Sichtbarkeit
v2;technik;_störungenQualität;_audio;;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;Audioqualität für Online-Teilnehmer:innen (besonders bei vielen Teilnehmer:innen in Präsenz)
v2;technik;_störungenQualität;_audio;;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;"das gegenseitige Hören (beispiel beim reihum vorlesen wissen online Teilnehmende nicht wo wir sind) und sehen von allen Teilnehmenden lässt sich mit der vorhandenen Technik nicht umsetzen. 
Mangel an (ausreichend) guter Hardware am Institut"
v2;technik;_störungenQualität;_audio;;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;Internetverbindung, Videosystem, Audiosystem
v2;technik;_störungenQualität;_audio;;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;Soundqualität
v2;technik;_störungenQualität;_audio;;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;Raumklang
v2;technik;_störungenQualität;_audio;;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;Kamera u. Mikrophon, sodass die online-Studierenden die Gruppe im Raum sehen und hören kann.
v2;technik;_störungenQualität;_internet;internet_allgemein;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Internet;Internet allgemein;"keine für hybride Lehre ausgestatteten Seminarräume vorhanden hybrid nur über Laptop funktioniert nicht, da Gespräche im Seminarraum akustisch nicht im Zoomraum ankommen 
Aufgrund von Internetproblemen schalten die Studierenden oft ihre Kamera aus wenn ich alleine für beide Räume zuständig bin, wird es manchmal mit dem Hin- und Herschalten etwas konfus --> Zeitverluste"
v2;technik;_störungenQualität;_internet;internet_uni;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Internet;Internet @Uni;extra Zeit im Voraus notwendig, unzuverlässige Verbindung, Raumplanung mit Technik, etc
v2;technik;_störungenQualität;_internet;internet_uni;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Internet;Internet @Uni;unzuverlässige Internetverbindung (WiWi-Fakultät WiFi ist nicht ausgelegt auf Hörsaal mit hunderten von Personen, die gleichzeitig WiFi nutzen).
v2;technik;_störungenQualität;_internet;internet_allgemein;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Internet;Internet allgemein;Stabile Verbindung zwischen Hörsaal und Studierenden
v2;technik;_störungenQualität;_internet;internet_uni;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Internet;Internet @Uni;instabiles W-Lan, technische Voraussetzungen in Lehrräumen (wo auch versuchte Verbesserungen leider manchmal zu Verschlechterungen führen)
v2;technik;_störungenQualität;_internet;internet_allgemein;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Internet;Internet allgemein;Internetverbindung, schwarze Kacheln in Zoom
v2;technik;_störungenQualität;_internet;internet_uni;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Internet;Internet @Uni;"WLAN-Verfügbarkeit; PC-Arbeitsplätze für Studierende; Arbeitsorte für Studierende mit eigenem PC"
v2;technik;_störungenQualität;_internet;internet_allgemein;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Internet;Internet allgemein;Internetverbindung, Videosystem, Audiosystem
v2;technik;_störungenQualität;_internet;internet_allgemein;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Internet;Internet allgemein;grössere Zeitspanne zwischen Frage und Reakation, Probleme bei Anschluss/ Geschwindigkeit der Studierenden
v2;technik;_störungenQualität;_internet;internet_uni;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Internet;Internet @Uni;manchmal mangelhafte Internetverbindung in Unterrichtsräumen
v2;technik;_störungenQualität;_internet;internet_uni;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Internet;Internet @Uni;Wlan nicht überall gleich gut verfügbar
v2;technik;_störungenQualität;_internet;internet_allgemein;Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Internet;Internet allgemein;nur wenige Räume bieten die technischen Voraussetzungen, da wir in Mathematik an Tafeln schreiben, Internet nicht immer stabil, damit alle eingebunden sind, muss Lautsprecher genutzt werden
